,TICKER,quarternum,analyst,forecast_value,year,earn_value,std,Analyst_Counts,the max_forecast-min_forecast,delta_return,Y
35,AA,3,478,5.16,2004,1.02,0.450422878227527,13,1.7400000000000002,,0
36,AA,3,48907,5.16,2004,1.02,0.450422878227527,13,1.7400000000000002,,0
37,AA,3,18826,5.28,2004,1.02,0.450422878227527,13,1.7400000000000002,,0
38,AA,3,478,4.83,2004,1.02,0.450422878227527,13,1.7400000000000002,,0
39,AA,3,77011,5.04,2004,1.02,0.450422878227527,13,1.7400000000000002,,0
40,AA,3,84627,5.34,2004,1.02,0.450422878227527,13,1.7400000000000002,,0
41,AA,3,21126,5.34,2004,1.02,0.450422878227527,13,1.7400000000000002,,0
42,AA,3,20310,5.34,2004,1.02,0.450422878227527,13,1.7400000000000002,,0
43,AA,3,18082,4.8,2004,1.02,0.450422878227527,13,1.7400000000000002,,0
44,AA,3,18324,8.43,2005,0.99,0.9826625312111498,29,4.47,22.36,0
45,AA,3,478,6.18,2005,0.99,0.9826625312111498,29,4.47,22.36,0
46,AA,3,18324,7.68,2005,0.99,0.9826625312111498,29,4.47,22.36,0
47,AA,3,478,6.06,2005,0.99,0.9826625312111498,29,4.47,22.36,0
48,AA,3,77011,5.55,2005,0.99,0.9826625312111498,29,4.47,22.36,0
49,AA,3,478,5.34,2005,0.99,0.9826625312111498,29,4.47,22.36,0
50,AA,3,76852,5.04,2005,0.99,0.9826625312111498,29,4.47,22.36,0
51,AA,3,52285,4.95,2005,0.99,0.9826625312111498,29,4.47,22.36,0
52,AA,3,40316,5.28,2005,0.99,0.9826625312111498,29,4.47,22.36,0
53,AA,3,49831,5.31,2005,0.99,0.9826625312111498,29,4.47,22.36,0
54,AA,3,5048,5.16,2005,0.99,0.9826625312111498,29,4.47,22.36,0
55,AA,3,93327,4.62,2005,0.99,0.9826625312111498,29,4.47,22.36,0
56,AA,3,5048,5.28,2005,0.99,0.9826625312111498,29,4.47,22.36,0
57,AA,3,478,5.04,2005,0.99,0.9826625312111498,29,4.47,22.36,0
58,AA,3,52285,4.26,2005,0.99,0.9826625312111498,29,4.47,22.36,0
59,AA,3,51732,4.56,2005,0.99,0.9826625312111498,29,4.47,22.36,0
60,AA,3,77011,3.96,2005,0.99,0.9826625312111498,29,4.47,22.36,0
61,AA,3,5048,4.38,2005,0.99,0.9826625312111498,29,4.47,22.36,0
62,AA,3,52285,4.38,2005,0.99,0.9826625312111498,29,4.47,22.36,0
63,AA,3,40316,4.41,2005,0.99,0.9826625312111498,29,4.47,22.36,0
64,AA,3,5048,4.5,2005,0.99,0.9826625312111498,29,4.47,22.36,0
65,AA,3,112467,4.581,2005,0.99,0.9826625312111498,29,4.47,22.36,0
66,AA,3,48907,4.65,2005,0.99,0.9826625312111498,29,4.47,22.36,0
67,AA,3,52285,4.65,2005,0.99,0.9826625312111498,29,4.47,22.36,0
68,AA,3,77011,4.11,2005,0.99,0.9826625312111498,29,4.47,22.36,0
69,AA,3,52285,4.68,2005,0.99,0.9826625312111498,29,4.47,22.36,0
70,AA,3,5048,4.74,2005,0.99,0.9826625312111498,29,4.47,22.36,0
71,AA,3,52285,4.56,2005,0.99,0.9826625312111498,29,4.47,22.36,0
72,AA,3,48907,4.68,2005,0.99,0.9826625312111498,29,4.47,22.36,0
73,AA,3,18082,6.3,2006,1.86,0.7843579441909065,40,3.21,26.46,0
74,AA,3,51732,6.87,2006,1.86,0.7843579441909065,40,3.21,26.46,0
75,AA,3,21126,6.6,2006,1.86,0.7843579441909065,40,3.21,26.46,0
76,AA,3,51732,7.05,2006,1.86,0.7843579441909065,40,3.21,26.46,0
77,AA,3,49831,7.53,2006,1.86,0.7843579441909065,40,3.21,26.46,0
78,AA,3,112467,7.017,2006,1.86,0.7843579441909065,40,3.21,26.46,0
79,AA,3,51732,7.23,2006,1.86,0.7843579441909065,40,3.21,26.46,0
80,AA,3,21126,8.34,2006,1.86,0.7843579441909065,40,3.21,26.46,0
81,AA,3,112467,7.593,2006,1.86,0.7843579441909065,40,3.21,26.46,0
82,AA,3,476,9.3,2006,1.86,0.7843579441909065,40,3.21,26.46,0
83,AA,3,76852,9.0,2006,1.86,0.7843579441909065,40,3.21,26.46,0
84,AA,3,48907,8.82,2006,1.86,0.7843579441909065,40,3.21,26.46,0
85,AA,3,478,9.15,2006,1.86,0.7843579441909065,40,3.21,26.46,0
86,AA,3,18324,8.88,2006,1.86,0.7843579441909065,40,3.21,26.46,0
87,AA,3,40316,9.18,2006,1.86,0.7843579441909065,40,3.21,26.46,0
88,AA,3,112467,9.51,2006,1.86,0.7843579441909065,40,3.21,26.46,0
89,AA,3,18324,8.13,2006,1.86,0.7843579441909065,40,3.21,26.46,0
90,AA,3,48907,8.43,2006,1.86,0.7843579441909065,40,3.21,26.46,0
91,AA,3,48907,9.21,2006,1.86,0.7843579441909065,40,3.21,26.46,0
92,AA,3,18324,8.88,2006,1.86,0.7843579441909065,40,3.21,26.46,0
93,AA,3,476,9.15,2006,1.86,0.7843579441909065,40,3.21,26.46,0
94,AA,3,48907,8.85,2006,1.86,0.7843579441909065,40,3.21,26.46,0
95,AA,3,76852,8.94,2006,1.86,0.7843579441909065,40,3.21,26.46,0
96,AA,3,478,8.52,2006,1.86,0.7843579441909065,40,3.21,26.46,0
97,AA,3,18324,8.4,2006,1.86,0.7843579441909065,40,3.21,26.46,0
98,AA,3,48907,8.67,2006,1.86,0.7843579441909065,40,3.21,26.46,0
99,AA,3,76852,8.34,2006,1.86,0.7843579441909065,40,3.21,26.46,0
100,AA,3,40316,8.64,2006,1.86,0.7843579441909065,40,3.21,26.46,0
101,AA,3,87125,8.7,2006,1.86,0.7843579441909065,40,3.21,26.46,0
102,AA,3,73367,8.64,2006,1.86,0.7843579441909065,40,3.21,26.46,0
103,AA,3,51732,8.76,2006,1.86,0.7843579441909065,40,3.21,26.46,0
104,AA,3,51732,8.82,2006,1.86,0.7843579441909065,40,3.21,26.46,0
105,AA,3,478,7.47,2006,1.86,0.7843579441909065,40,3.21,26.46,0
106,AA,3,476,8.55,2006,1.86,0.7843579441909065,40,3.21,26.46,0
107,AA,3,73367,8.46,2006,1.86,0.7843579441909065,40,3.21,26.46,0
108,AA,3,476,8.4,2006,1.86,0.7843579441909065,40,3.21,26.46,0
109,AA,3,48907,8.43,2006,1.86,0.7843579441909065,40,3.21,26.46,0
110,AA,3,48907,8.37,2006,1.86,0.7843579441909065,40,3.21,26.46,0
111,AA,3,73367,8.67,2006,1.86,0.7843579441909065,40,3.21,26.46,0
112,AA,3,76852,8.28,2006,1.86,0.7843579441909065,40,3.21,26.46,0
113,AA,3,112467,8.67,2007,1.92,1.1827491894570423,31,5.745,,0
114,AA,3,51732,9.27,2007,1.92,1.1827491894570423,31,5.745,,0
115,AA,3,93327,8.205,2007,1.92,1.1827491894570423,31,5.745,,0
116,AA,3,476,9.6,2007,1.92,1.1827491894570423,31,5.745,,0
117,AA,3,40316,9.9,2007,1.92,1.1827491894570423,31,5.745,,0
118,AA,3,112467,9.54,2007,1.92,1.1827491894570423,31,5.745,,0
119,AA,3,476,9.3,2007,1.92,1.1827491894570423,31,5.745,,0
120,AA,3,48907,9.66,2007,1.92,1.1827491894570423,31,5.745,,0
121,AA,3,112467,6.0,2007,1.92,1.1827491894570423,31,5.745,,0
122,AA,3,97236,8.34,2007,1.92,1.1827491894570423,31,5.745,,0
123,AA,3,476,7.65,2007,1.92,1.1827491894570423,31,5.745,,0
124,AA,3,48907,8.1,2007,1.92,1.1827491894570423,31,5.745,,0
125,AA,3,76852,8.25,2007,1.92,1.1827491894570423,31,5.745,,0
126,AA,3,78362,8.49,2007,1.92,1.1827491894570423,31,5.745,,0
127,AA,3,87596,8.73,2007,1.92,1.1827491894570423,31,5.745,,0
128,AA,3,83225,8.25,2007,1.92,1.1827491894570423,31,5.745,,0
129,AA,3,73367,8.55,2007,1.92,1.1827491894570423,31,5.745,,0
130,AA,3,51732,8.79,2007,1.92,1.1827491894570423,31,5.745,,0
131,AA,3,87596,8.34,2007,1.92,1.1827491894570423,31,5.745,,0
132,AA,3,48907,7.77,2007,1.92,1.1827491894570423,31,5.745,,0
133,AA,3,476,6.75,2007,1.92,1.1827491894570423,31,5.745,,0
134,AA,3,48907,7.02,2007,1.92,1.1827491894570423,31,5.745,,0
135,AA,3,97236,7.32,2007,1.92,1.1827491894570423,31,5.745,,0
136,AA,3,112661,7.17,2007,1.92,1.1827491894570423,31,5.745,,0
137,AA,3,87596,7.47,2007,1.92,1.1827491894570423,31,5.745,,0
138,AA,3,51732,7.59,2007,1.92,1.1827491894570423,31,5.745,,0
139,AA,3,83225,6.87,2007,1.92,1.1827491894570423,31,5.745,,0
140,AA,3,112467,4.155,2007,1.92,1.1827491894570423,31,5.745,,0
141,AA,3,76852,7.44,2007,1.92,1.1827491894570423,31,5.745,,0
142,AA,3,78362,7.83,2007,1.92,1.1827491894570423,31,5.745,,0
143,AA,3,73367,7.65,2007,1.92,1.1827491894570423,31,5.745,,0
144,AA,3,18082,7.95,2008,1.11,1.957055023885592,52,9.030000000000001,,0
145,AA,3,18324,9.0,2008,1.11,1.957055023885592,52,9.030000000000001,,0
146,AA,3,76852,7.92,2008,1.11,1.957055023885592,52,9.030000000000001,,0
147,AA,3,18826,7.65,2008,1.11,1.957055023885592,52,9.030000000000001,,0
148,AA,3,51732,9.6,2008,1.11,1.957055023885592,52,9.030000000000001,,0
149,AA,3,114556,9.57,2008,1.11,1.957055023885592,52,9.030000000000001,,0
150,AA,3,18324,9.9,2008,1.11,1.957055023885592,52,9.030000000000001,,0
151,AA,3,18826,8.1,2008,1.11,1.957055023885592,52,9.030000000000001,,0
152,AA,3,51732,10.32,2008,1.11,1.957055023885592,52,9.030000000000001,,0
153,AA,3,18826,6.54,2008,1.11,1.957055023885592,52,9.030000000000001,,0
154,AA,3,73867,8.4,2008,1.11,1.957055023885592,52,9.030000000000001,,0
155,AA,3,73867,7.62,2008,1.11,1.957055023885592,52,9.030000000000001,,0
156,AA,3,76852,7.59,2008,1.11,1.957055023885592,52,9.030000000000001,,0
157,AA,3,51732,8.85,2008,1.11,1.957055023885592,52,9.030000000000001,,0
158,AA,3,476,7.65,2008,1.11,1.957055023885592,52,9.030000000000001,,0
159,AA,3,18324,9.0,2008,1.11,1.957055023885592,52,9.030000000000001,,0
160,AA,3,78362,7.23,2008,1.11,1.957055023885592,52,9.030000000000001,,0
161,AA,3,18826,6.9,2008,1.11,1.957055023885592,52,9.030000000000001,,0
162,AA,3,51732,8.94,2008,1.11,1.957055023885592,52,9.030000000000001,,0
163,AA,3,476,6.27,2008,1.11,1.957055023885592,52,9.030000000000001,,0
164,AA,3,73867,6.99,2008,1.11,1.957055023885592,52,9.030000000000001,,0
165,AA,3,18826,5.88,2008,1.11,1.957055023885592,52,9.030000000000001,,0
166,AA,3,73867,6.15,2008,1.11,1.957055023885592,52,9.030000000000001,,0
167,AA,3,51732,6.0,2008,1.11,1.957055023885592,52,9.030000000000001,,0
168,AA,3,76852,7.2,2008,1.11,1.957055023885592,52,9.030000000000001,,0
169,AA,3,78362,6.48,2008,1.11,1.957055023885592,52,9.030000000000001,,0
170,AA,3,476,4.8,2008,1.11,1.957055023885592,52,9.030000000000001,,0
171,AA,3,18324,5.88,2008,1.11,1.957055023885592,52,9.030000000000001,,0
172,AA,3,48907,5.46,2008,1.11,1.957055023885592,52,9.030000000000001,,0
173,AA,3,76852,5.04,2008,1.11,1.957055023885592,52,9.030000000000001,,0
174,AA,3,78362,5.22,2008,1.11,1.957055023885592,52,9.030000000000001,,0
175,AA,3,18826,4.77,2008,1.11,1.957055023885592,52,9.030000000000001,,0
176,AA,3,73867,5.31,2008,1.11,1.957055023885592,52,9.030000000000001,,0
177,AA,3,112661,4.74,2008,1.11,1.957055023885592,52,9.030000000000001,,0
178,AA,3,51732,5.49,2008,1.11,1.957055023885592,52,9.030000000000001,,0
179,AA,3,114556,4.86,2008,1.11,1.957055023885592,52,9.030000000000001,,0
180,AA,3,48907,5.04,2008,1.11,1.957055023885592,52,9.030000000000001,,0
181,AA,3,18826,4.71,2008,1.11,1.957055023885592,52,9.030000000000001,,0
182,AA,3,78362,4.68,2008,1.11,1.957055023885592,52,9.030000000000001,,0
183,AA,3,73867,4.29,2008,1.11,1.957055023885592,52,9.030000000000001,,0
184,AA,3,18324,5.73,2008,1.11,1.957055023885592,52,9.030000000000001,,0
185,AA,3,48907,4.71,2008,1.11,1.957055023885592,52,9.030000000000001,,0
186,AA,3,112661,4.38,2008,1.11,1.957055023885592,52,9.030000000000001,,0
187,AA,3,78362,4.62,2008,1.11,1.957055023885592,52,9.030000000000001,,0
188,AA,3,18826,4.32,2008,1.11,1.957055023885592,52,9.030000000000001,,0
189,AA,3,476,3.0,2008,1.11,1.957055023885592,52,9.030000000000001,,0
190,AA,3,48907,4.41,2008,1.11,1.957055023885592,52,9.030000000000001,,0
191,AA,3,18324,4.47,2008,1.11,1.957055023885592,52,9.030000000000001,,0
192,AA,3,78362,3.96,2008,1.11,1.957055023885592,52,9.030000000000001,,0
193,AA,3,114556,4.62,2008,1.11,1.957055023885592,52,9.030000000000001,,0
194,AA,3,76852,4.23,2008,1.11,1.957055023885592,52,9.030000000000001,,0
195,AA,3,73867,1.29,2008,1.11,1.957055023885592,52,9.030000000000001,,0
196,AA,3,73867,-2.58,2009,0.12,0.9912684733384887,39,5.79,,0
197,AA,3,112661,-4.5,2009,0.12,0.9912684733384887,39,5.79,,0
198,AA,3,18324,1.29,2009,0.12,0.9912684733384887,39,5.79,,0
199,AA,3,18324,-0.84,2009,0.12,0.9912684733384887,39,5.79,,0
200,AA,3,112989,-3.06,2009,0.12,0.9912684733384887,39,5.79,,0
201,AA,3,73867,-2.43,2009,0.12,0.9912684733384887,39,5.79,,0
202,AA,3,97236,-3.36,2009,0.12,0.9912684733384887,39,5.79,,0
203,AA,3,18082,-3.3,2009,0.12,0.9912684733384887,39,5.79,,0
204,AA,3,48907,-2.61,2009,0.12,0.9912684733384887,39,5.79,,0
205,AA,3,76852,-3.3,2009,0.12,0.9912684733384887,39,5.79,,0
206,AA,3,18826,-3.15,2009,0.12,0.9912684733384887,39,5.79,,0
207,AA,3,112467,-1.71,2009,0.12,0.9912684733384887,39,5.79,,0
208,AA,3,87125,-3.39,2009,0.12,0.9912684733384887,39,5.79,,0
209,AA,3,112661,-3.0,2009,0.12,0.9912684733384887,39,5.79,,0
210,AA,3,73367,-2.7,2009,0.12,0.9912684733384887,39,5.79,,0
211,AA,3,122030,-4.17,2009,0.12,0.9912684733384887,39,5.79,,0
212,AA,3,18826,-2.64,2009,0.12,0.9912684733384887,39,5.79,,0
213,AA,3,73867,-3.06,2009,0.12,0.9912684733384887,39,5.79,,0
214,AA,3,73367,-1.86,2009,0.12,0.9912684733384887,39,5.79,,0
215,AA,3,122030,-3.3,2009,0.12,0.9912684733384887,39,5.79,,0
216,AA,3,123647,-0.897,2009,0.12,0.9912684733384887,39,5.79,,0
217,AA,3,112467,-1.338,2009,0.12,0.9912684733384887,39,5.79,,0
218,AA,3,18324,-2.07,2009,0.12,0.9912684733384887,39,5.79,,0
219,AA,3,76852,-2.97,2009,0.12,0.9912684733384887,39,5.79,,0
220,AA,3,73867,-2.76,2009,0.12,0.9912684733384887,39,5.79,,0
221,AA,3,112661,-2.88,2009,0.12,0.9912684733384887,39,5.79,,0
222,AA,3,122030,-2.85,2009,0.12,0.9912684733384887,39,5.79,,0
223,AA,3,48907,-1.47,2009,0.12,0.9912684733384887,39,5.79,,0
224,AA,3,76852,-2.25,2009,0.12,0.9912684733384887,39,5.79,,0
225,AA,3,18826,-2.1,2009,0.12,0.9912684733384887,39,5.79,,0
226,AA,3,112661,-2.28,2009,0.12,0.9912684733384887,39,5.79,,0
227,AA,3,73367,-1.68,2009,0.12,0.9912684733384887,39,5.79,,0
228,AA,3,73867,-2.52,2009,0.12,0.9912684733384887,39,5.79,,0
229,AA,3,18826,-1.95,2009,0.12,0.9912684733384887,39,5.79,,0
230,AA,3,73867,-2.76,2009,0.12,0.9912684733384887,39,5.79,,0
231,AA,3,122030,-2.7,2009,0.12,0.9912684733384887,39,5.79,,0
232,AA,3,73367,-2.1,2009,0.12,0.9912684733384887,39,5.79,,0
233,AA,3,73867,-2.79,2009,0.12,0.9912684733384887,39,5.79,,0
234,AA,3,76852,-1.95,2009,0.12,0.9912684733384887,39,5.79,,0
235,AA,3,73867,0.87,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
236,AA,3,84007,1.0590000000000002,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
237,AA,3,107166,2.07,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
238,AA,3,73867,0.9,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
239,AA,3,18082,1.35,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
240,AA,3,40316,1.35,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
241,AA,3,18826,1.02,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
242,AA,3,73867,0.54,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
243,AA,3,97236,0.39,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
244,AA,3,73867,0.57,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
245,AA,3,122030,1.41,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
246,AA,3,97236,1.65,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
247,AA,3,97236,1.29,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
248,AA,3,122030,1.44,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
249,AA,3,122030,1.41,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
250,AA,3,122030,1.59,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
251,AA,3,73867,0.45,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
252,AA,3,122030,1.47,2010,0.27,0.46352590510766745,18,1.6799999999999997,,0
253,AA,3,97236,2.85,2011,0.42,0.8058345888675817,26,3.12,9.23,1
254,AA,3,97236,2.94,2011,0.42,0.8058345888675817,26,3.12,9.23,1
255,AA,3,114556,3.69,2011,0.42,0.8058345888675817,26,3.12,9.23,1
256,AA,3,122030,5.04,2011,0.42,0.8058345888675817,26,3.12,9.23,1
257,AA,3,130416,3.45,2011,0.42,0.8058345888675817,26,3.12,9.23,1
258,AA,3,73867,3.75,2011,0.42,0.8058345888675817,26,3.12,9.23,1
259,AA,3,18324,5.16,2011,0.42,0.8058345888675817,26,3.12,9.23,1
260,AA,3,122030,3.21,2011,0.42,0.8058345888675817,26,3.12,9.23,1
261,AA,3,48907,3.48,2011,0.42,0.8058345888675817,26,3.12,9.23,1
262,AA,3,122030,3.33,2011,0.42,0.8058345888675817,26,3.12,9.23,1
263,AA,3,73867,3.66,2011,0.42,0.8058345888675817,26,3.12,9.23,1
264,AA,3,122030,3.21,2011,0.42,0.8058345888675817,26,3.12,9.23,1
265,AA,3,122030,3.18,2011,0.42,0.8058345888675817,26,3.12,9.23,1
266,AA,3,122030,3.15,2011,0.42,0.8058345888675817,26,3.12,9.23,1
267,AA,3,122030,3.18,2011,0.42,0.8058345888675817,26,3.12,9.23,1
268,AA,3,122030,3.3,2011,0.42,0.8058345888675817,26,3.12,9.23,1
269,AA,3,97236,2.37,2011,0.42,0.8058345888675817,26,3.12,9.23,1
270,AA,3,40316,2.76,2011,0.42,0.8058345888675817,26,3.12,9.23,1
271,AA,3,73867,2.28,2011,0.42,0.8058345888675817,26,3.12,9.23,1
272,AA,3,124721,2.34,2011,0.42,0.8058345888675817,26,3.12,9.23,1
273,AA,3,146094,2.67,2011,0.42,0.8058345888675817,26,3.12,9.23,1
274,AA,3,22282,2.172,2011,0.42,0.8058345888675817,26,3.12,9.23,1
275,AA,3,97236,2.07,2011,0.42,0.8058345888675817,26,3.12,9.23,1
276,AA,3,73867,2.16,2011,0.42,0.8058345888675817,26,3.12,9.23,1
277,AA,3,124721,2.04,2011,0.42,0.8058345888675817,26,3.12,9.23,1
278,AA,3,146094,2.28,2011,0.42,0.8058345888675817,26,3.12,9.23,1
279,AA,3,122030,-0.84,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
280,AA,3,97236,-0.15,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
281,AA,3,107166,2.34,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
282,AA,3,48907,1.71,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
283,AA,3,122030,-0.51,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
284,AA,3,146094,1.23,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
285,AA,3,73867,1.56,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
286,AA,3,73867,0.66,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
287,AA,3,73867,0.63,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
288,AA,3,73867,0.57,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
289,AA,3,73867,0.54,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
290,AA,3,73867,0.18,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
291,AA,3,97236,0.045,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
292,AA,3,73867,0.09,2012,0.09,0.8854126901440547,14,3.1799999999999997,8.01,1
293,AA,3,119644,2.55,2013,0.33,0.8469805192564938,9,2.61,7.630000000000001,1
294,AA,3,131893,2.25,2013,0.33,0.8469805192564938,9,2.61,7.630000000000001,1
295,AA,3,73867,1.98,2013,0.33,0.8469805192564938,9,2.61,7.630000000000001,1
296,AA,3,122030,-0.06,2013,0.33,0.8469805192564938,9,2.61,7.630000000000001,1
297,AA,3,136527,1.44,2013,0.33,0.8469805192564938,9,2.61,7.630000000000001,1
298,AA,3,73867,1.47,2013,0.33,0.8469805192564938,9,2.61,7.630000000000001,1
299,AA,3,73867,0.99,2013,0.33,0.8469805192564938,9,2.61,7.630000000000001,1
300,AA,3,73867,1.38,2013,0.33,0.8469805192564938,9,2.61,7.630000000000001,1
301,AA,3,22282,0.3720000000000001,2013,0.33,0.8469805192564938,9,2.61,7.630000000000001,1
302,AA,3,73367,0.69,2014,0.93,0.5137829308180646,10,1.77,,0
303,AA,3,476,1.53,2014,0.93,0.5137829308180646,10,1.77,,0
304,AA,3,22282,1.641,2014,0.93,0.5137829308180646,10,1.77,,0
305,AA,3,122030,1.83,2014,0.93,0.5137829308180646,10,1.77,,0
306,AA,3,156230,2.1,2014,0.93,0.5137829308180646,10,1.77,,0
307,AA,3,49831,2.16,2014,0.93,0.5137829308180646,10,1.77,,0
308,AA,3,73867,1.98,2014,0.93,0.5137829308180646,10,1.77,,0
309,AA,3,22282,1.926,2014,0.93,0.5137829308180646,10,1.77,,0
310,AA,3,136726,2.43,2014,0.93,0.5137829308180646,10,1.77,,0
311,AA,3,122030,2.46,2014,0.93,0.5137829308180646,10,1.77,,0
312,AA,3,156230,3.87,2015,0.21,0.9491575211733826,17,2.88,,0
313,AA,3,76852,3.45,2015,0.21,0.9491575211733826,17,2.88,,0
314,AA,3,73367,2.4,2015,0.21,0.9491575211733826,17,2.88,,0
315,AA,3,156230,3.69,2015,0.21,0.9491575211733826,17,2.88,,0
316,AA,3,109116,3.0,2015,0.21,0.9491575211733826,17,2.88,,0
317,AA,3,156230,3.03,2015,0.21,0.9491575211733826,17,2.88,,0
318,AA,3,109116,2.7,2015,0.21,0.9491575211733826,17,2.88,,0
319,AA,3,109116,2.4,2015,0.21,0.9491575211733826,17,2.88,,0
320,AA,3,109116,1.86,2015,0.21,0.9491575211733826,17,2.88,,0
321,AA,3,109116,1.65,2015,0.21,0.9491575211733826,17,2.88,,0
322,AA,3,109116,1.62,2015,0.21,0.9491575211733826,17,2.88,,0
323,AA,3,73367,1.77,2015,0.21,0.9491575211733826,17,2.88,,0
324,AA,3,124721,2.07,2015,0.21,0.9491575211733826,17,2.88,,0
325,AA,3,109116,1.14,2015,0.21,0.9491575211733826,17,2.88,,0
326,AA,3,109116,1.08,2015,0.21,0.9491575211733826,17,2.88,,0
327,AA,3,109116,0.99,2015,0.21,0.9491575211733826,17,2.88,,0
328,AA,3,109116,1.02,2015,0.21,0.9491575211733826,17,2.88,,0
329,AA,3,127695,0.54,2016,0.32,0.3299240468148187,25,1.173,25.88,0
330,AA,3,162807,0.9,2016,0.32,0.3299240468148187,25,1.173,25.88,0
331,AA,3,114449,0.453,2016,0.32,0.3299240468148187,25,1.173,25.88,0
332,AA,3,77011,1.11,2016,0.32,0.3299240468148187,25,1.173,25.88,0
